,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country,quarantine_reason
28548,2008,Beijing,Hockey,Hockey,Mercedes Margalot,ARG,Women,Hockey,Bronze,Argentina,
28549,2008,Beijing,Hockey,Hockey,Carla Rebecchi,ARG,Women,Hockey,Bronze,Argentina,
28550,2008,Beijing,Hockey,Hockey,Mariana Rossi,ARG,Women,Hockey,Bronze,Argentina,
28551,2008,Beijing,Hockey,Hockey,Marine Russo,ARG,Women,Hockey,Bronze,Argentina,
28552,2008,Beijing,Hockey,Hockey,Belen Succi,ARG,Women,Hockey,Bronze,Argentina,
28553,2008,Beijing,Hockey,Hockey,Paola Vukojicic,ARG,Women,Hockey,Bronze,Argentina,
28554,2008,Beijing,Hockey,Hockey,Marilyn Agliotti,NED,Women,Hockey,Gold,Netherlands,
28555,2008,Beijing,Hockey,Hockey,Minke Booij,NED,Women,Hockey,Gold,Netherlands,
28556,2008,Beijing,Hockey,Hockey,Eva De Goede,NED,Women,Hockey,Gold,Netherlands,
28557,2008,Beijing,Hockey,Hockey,Lisanne De Roever,NED,Women,Hockey,Gold,Netherlands,
28558,2008,Beijing,Hockey,Hockey,Wieke Dijkstra,NED,Women,Hockey,Gold,Netherlands,
28559,2008,Beijing,Hockey,Hockey,Maartje Goderie,NED,Women,Hockey,Gold,Netherlands,
28560,2008,Beijing,Hockey,Hockey,Ellen Hoog,NED,Women,Hockey,Gold,Netherlands,
28561,2008,Beijing,Hockey,Hockey,Fatima Moreira De Melo,NED,Women,Hockey,Gold,Netherlands,
28562,2008,Beijing,Hockey,Hockey,Eefke Mulder,NED,Women,Hockey,Gold,Netherlands,
28563,2008,Beijing,Hockey,Hockey,Maartje Paumen,NED,Women,Hockey,Gold,Netherlands,
28564,2008,Beijing,Hockey,Hockey,Sophie Polkamp,NED,Women,Hockey,Gold,Netherlands,
28565,2008,Beijing,Hockey,Hockey,Janneke Schopman,NED,Women,Hockey,Gold,Netherlands,
28566,2008,Beijing,Hockey,Hockey,Minke Smabers,NED,Women,Hockey,Gold,Netherlands,
28567,2008,Beijing,Hockey,Hockey,Naomi Van As,NED,Women,Hockey,Gold,Netherlands,
28568,2008,Beijing,Hockey,Hockey,Miek Van Geenhuizen,NED,Women,Hockey,Gold,Netherlands,
28569,2008,Beijing,Hockey,Hockey,Lidewij Welten,NED,Women,Hockey,Gold,Netherlands,
28570,2008,Beijing,Hockey,Hockey,Qiuqi Chen,CHN,Women,Hockey,Silver,China,
28571,2008,Beijing,Hockey,Hockey,Zhaoxia Chen,CHN,Women,Hockey,Silver,China,
28572,2008,Beijing,Hockey,Hockey,Hui Cheng,CHN,Women,Hockey,Silver,China,
28573,2008,Beijing,Hockey,Hockey,Baorong Fu,CHN,Women,Hockey,Silver,China,
28574,2008,Beijing,Hockey,Hockey,Lihua Gao,CHN,Women,Hockey,Silver,China,
28575,2008,Beijing,Hockey,Hockey,Junxia Huang,CHN,Women,Hockey,Silver,China,
28576,2008,Beijing,Hockey,Hockey,Hongxia Li,CHN,Women,Hockey,Silver,China,
28577,2008,Beijing,Hockey,Hockey,Shuang Li,CHN,Women,Hockey,Silver,China,
28578,2008,Beijing,Hockey,Hockey,Yibo Ma,CHN,Women,Hockey,Silver,China,
28579,2008,Beijing,Hockey,Hockey,Fengzhen Pan,CHN,Women,Hockey,Silver,China,
28580,2008,Beijing,Hockey,Hockey,Ye Ren,CHN,Women,Hockey,Silver,China,
28581,2008,Beijing,Hockey,Hockey,Qingling Song,CHN,Women,Hockey,Silver,China,
28582,2008,Beijing,Hockey,Hockey,Chunling Tang,CHN,Women,Hockey,Silver,China,
28583,2008,Beijing,Hockey,Hockey,Yimeng Zhang,CHN,Women,Hockey,Silver,China,
28584,2008,Beijing,Hockey,Hockey,Yudiao Zhao,CHN,Women,Hockey,Silver,China,
28585,2008,Beijing,Hockey,Hockey,Wanfeng Zhou,CHN,Women,Hockey,Silver,China,
28586,2008,Beijing,Judo,Judo,Paula Belen Pareto,ARG,Women,- 48 KG,Bronze,Argentina,
28587,2008,Beijing,Judo,Judo,Ryoko Tani,JPN,Women,- 48 KG,Bronze,Japan,
28588,2008,Beijing,Judo,Judo,Alina Alexandra Dumitru,ROM,Women,- 48 KG,Gold,Romania,
28589,2008,Beijing,Judo,Judo,Yanet Bermoy,CUB,Women,- 48 KG,Silver,Cuba,
28590,2008,Beijing,Judo,Judo,Ruben Houkes,NED,Men,- 60 KG,Bronze,Netherlands,
28591,2008,Beijing,Judo,Judo,Rishod Sobirov,UZB,Men,- 60 KG,Bronze,Uzbekistan,
28592,2008,Beijing,Judo,Judo,Minho Choi,KOR,Men,- 60 KG,Gold,"Korea, South",
28593,2008,Beijing,Judo,Judo,Ludwig Paischer,AUT,Men,- 60 KG,Silver,Austria,
28594,2008,Beijing,Judo,Judo,Oscar Brayson,CUB,Men,+ 100KG (Heavyweight),Bronze,Cuba,
28595,2008,Beijing,Judo,Judo,Teddy Riner,FRA,Men,+ 100KG (Heavyweight),Bronze,France,
28596,2008,Beijing,Judo,Judo,Satoshi Ishii,JPN,Men,+ 100KG (Heavyweight),Gold,Japan,
28597,2008,Beijing,Judo,Judo,Abdullo Tangriev,UZB,Men,+ 100KG (Heavyweight),Silver,Uzbekistan,
28598,2008,Beijing,Judo,Judo,Idalys Ortiz,CUB,Women,+ 78KG (Heavyweight),Bronze,Cuba,
28599,2008,Beijing,Judo,Judo,Lucija Polavder,SLO,Women,+ 78KG (Heavyweight),Bronze,Slovenia,
28600,2008,Beijing,Judo,Judo,Wen Tong,CHN,Women,+ 78KG (Heavyweight),Gold,China,
28601,2008,Beijing,Judo,Judo,Maki Tsukada,JPN,Women,+ 78KG (Heavyweight),Silver,Japan,
28602,2008,Beijing,Judo,Judo,Soraya Haddad,ALG,Women,48 - 52KG (Half-Lightweight),Bronze,Algeria,
28603,2008,Beijing,Judo,Judo,Misato Nakamura,JPN,Women,48 - 52KG (Half-Lightweight),Bronze,Japan,
28604,2008,Beijing,Judo,Judo,Dongmei Xian,CHN,Women,48 - 52KG (Half-Lightweight),Gold,China,
28605,2008,Beijing,Judo,Judo,Kum Ae An,PRK,Women,48 - 52KG (Half-Lightweight),Silver,"Korea, North",
28606,2008,Beijing,Judo,Judo,Ketleyn Quadros,BRA,Women,52 - 57KG (Lightweight),Bronze,Brazil,
28607,2008,Beijing,Judo,Judo,Yan Xu,CHN,Women,52 - 57KG (Lightweight),Bronze,China,
28608,2008,Beijing,Judo,Judo,Giulia Quintavalle,ITA,Women,52 - 57KG (Lightweight),Gold,Italy,
28609,2008,Beijing,Judo,Judo,Deborah Gravenstijn,NED,Women,52 - 57KG (Lightweight),Silver,Netherlands,
28610,2008,Beijing,Judo,Judo,Elisabeth Willeboordse,NED,Women,57 - 63KG (Half-Middleweight),Bronze,Netherlands,
28611,2008,Beijing,Judo,Judo,Ok Im Won,PRK,Women,57 - 63KG (Half-Middleweight),Bronze,"Korea, North",
28612,2008,Beijing,Judo,Judo,Ayumi Tanimoto,JPN,Women,57 - 63KG (Half-Middleweight),Gold,Japan,
28613,2008,Beijing,Judo,Judo,Lucie Decosse,FRA,Women,57 - 63KG (Half-Middleweight),Silver,France,
28614,2008,Beijing,Judo,Judo,Yordanis Arencibia,CUB,Men,60 - 66KG (Half-Lightweight),Bronze,Cuba,
28615,2008,Beijing,Judo,Judo,Chol Min Pak,PRK,Men,60 - 66KG (Half-Lightweight),Bronze,"Korea, North",
28616,2008,Beijing,Judo,Judo,Masato Uchishiba,JPN,Men,60 - 66KG (Half-Lightweight),Gold,Japan,
28617,2008,Beijing,Judo,Judo,Benjamin Darbelet,FRA,Men,60 - 66KG (Half-Lightweight),Silver,France,
28618,2008,Beijing,Judo,Judo,Edith Bosch,NED,Women,63 - 70KG (Middleweight),Bronze,Netherlands,
28619,2008,Beijing,Judo,Judo,Ronda Rousey,USA,Women,63 - 70KG (Middleweight),Bronze,United States,
28620,2008,Beijing,Judo,Judo,Masae Ueno,JPN,Women,63 - 70KG (Middleweight),Gold,Japan,
28621,2008,Beijing,Judo,Judo,Anaysi Hernandez,CUB,Women,63 - 70KG (Middleweight),Silver,Cuba,
28622,2008,Beijing,Judo,Judo,Rasul Boqiev,TJK,Men,66 - 73KG (Lightweight),Bronze,Tajikistan,
28623,2008,Beijing,Judo,Judo,Leandro Guilheiro,BRA,Men,66 - 73KG (Lightweight),Bronze,Brazil,
28624,2008,Beijing,Judo,Judo,Elnur Mammadli,AZE,Men,66 - 73KG (Lightweight),Gold,Azerbaijan,
28625,2008,Beijing,Judo,Judo,Kichun Wang,KOR,Men,66 - 73KG (Lightweight),Silver,"Korea, South",
28626,2008,Beijing,Judo,Judo,Gyeongmi Jeong,KOR,Women,70 - 78KG (Half-Heavyweight),Bronze,"Korea, South",
28627,2008,Beijing,Judo,Judo,Stephanie Possamai,FRA,Women,70 - 78KG (Half-Heavyweight),Bronze,France,
28628,2008,Beijing,Judo,Judo,Xiuli Yang,CHN,Women,70 - 78KG (Half-Heavyweight),Gold,China,
28629,2008,Beijing,Judo,Judo,Yalennis Castillo,CUB,Women,70 - 78KG (Half-Heavyweight),Silver,Cuba,
28630,2008,Beijing,Judo,Judo,Tiago Camilo,BRA,Men,73 - 81KG (Half-Middleweight),Bronze,Brazil,
28631,2008,Beijing,Judo,Judo,Roman Gontiuk,UKR,Men,73 - 81KG (Half-Middleweight),Bronze,Ukraine,
28632,2008,Beijing,Judo,Judo,Ole Bischof,GER,Men,73 - 81KG (Half-Middleweight),Gold,Germany,
28633,2008,Beijing,Judo,Judo,Jaebum Kim,KOR,Men,73 - 81KG (Half-Middleweight),Silver,"Korea, South",
28634,2008,Beijing,Judo,Judo,Sergei Aschwanden,SUI,Men,81 - 90KG (Middleweight),Bronze,Switzerland,
28635,2008,Beijing,Judo,Judo,Hesham Mesbah,EGY,Men,81 - 90KG (Middleweight),Bronze,Egypt,
28636,2008,Beijing,Judo,Judo,Irakli Tsirekidze,GEO,Men,81 - 90KG (Middleweight),Gold,Georgia,
28637,2008,Beijing,Judo,Judo,Amar Benikhlef,ALG,Men,81 - 90KG (Middleweight),Silver,Algeria,
28638,2008,Beijing,Judo,Judo,Henk Grol,NED,Men,90 - 100KG (Half-Heavyweight),Bronze,Netherlands,
28639,2008,Beijing,Judo,Judo,Movlud Miraliyev,AZE,Men,90 - 100KG (Half-Heavyweight),Bronze,Azerbaijan,
28640,2008,Beijing,Judo,Judo,Tuvshinbayar Naidan,MGL,Men,90 - 100KG (Half-Heavyweight),Gold,Mongolia,
28641,2008,Beijing,Judo,Judo,Askhat Zhitkeyev,KAZ,Men,90 - 100KG (Half-Heavyweight),Silver,Kazakhstan,
28642,2008,Beijing,Modern Pentathlon,Modern Pentath.,Andrejus Zadneprovskis,LTU,Men,Individual Competition,Bronze,Lithuania,
28643,2008,Beijing,Modern Pentathlon,Modern Pentath.,Andrey Moiseev,RUS,Men,Individual Competition,Gold,Russia,
28644,2008,Beijing,Modern Pentathlon,Modern Pentath.,Edvinas Krungolcas,LTU,Men,Individual Competition,Silver,Lithuania,
28645,2008,Beijing,Modern Pentathlon,Modern Pentath.,Victoria Tereshuk,UKR,Women,Individual Competition,Bronze,Ukraine,
28646,2008,Beijing,Modern Pentathlon,Modern Pentath.,Lena Schoneborn,GER,Women,Individual Competition,Gold,Germany,
28647,2008,Beijing,Modern Pentathlon,Modern Pentath.,Heather Fell,GBR,Women,Individual Competition,Silver,United Kingdom,
28648,2008,Beijing,Rowing,Rowing,George Bridgewater,NZL,Men,Coxless Pair (2-),Bronze,New Zealand,
28649,2008,Beijing,Rowing,Rowing,Nathan Twaddle,NZL,Men,Coxless Pair (2-),Bronze,New Zealand,
28650,2008,Beijing,Rowing,Rowing,Duncan Free,AUS,Men,Coxless Pair (2-),Gold,Australia,
28651,2008,Beijing,Rowing,Rowing,Drew Ginn,AUS,Men,Coxless Pair (2-),Gold,Australia,
28652,2008,Beijing,Rowing,Rowing,David Calder,CAN,Men,Coxless Pair (2-),Silver,Canada,
28653,2008,Beijing,Rowing,Rowing,Scott Frandsen,CAN,Men,Coxless Pair (2-),Silver,Canada,
28654,2008,Beijing,Rowing,Rowing,Stephen Rowbotham,GBR,Men,Double Sculls (2X),Bronze,United Kingdom,
28655,2008,Beijing,Rowing,Rowing,Matthew Wells,GBR,Men,Double Sculls (2X),Bronze,United Kingdom,
28656,2008,Beijing,Rowing,Rowing,Scott Brennan,AUS,Men,Double Sculls (2X),Gold,Australia,
28657,2008,Beijing,Rowing,Rowing,David Crawshay,AUS,Men,Double Sculls (2X),Gold,Australia,
28658,2008,Beijing,Rowing,Rowing,Tonu Endrekson,EST,Men,Double Sculls (2X),Silver,Estonia,
28659,2008,Beijing,Rowing,Rowing,Juri Jaanson,EST,Men,Double Sculls (2X),Silver,Estonia,
28660,2008,Beijing,Rowing,Rowing,Anna Bebington,GBR,Women,Double Sculls (2X),Bronze,United Kingdom,
28661,2008,Beijing,Rowing,Rowing,Elise Laverick,GBR,Women,Double Sculls (2X),Bronze,United Kingdom,
28662,2008,Beijing,Rowing,Rowing,Caroline Evers-Swindell,NZL,Women,Double Sculls (2X),Gold,New Zealand,
28663,2008,Beijing,Rowing,Rowing,Georgina Evers-Swindell,NZL,Women,Double Sculls (2X),Gold,New Zealand,
28664,2008,Beijing,Rowing,Rowing,Christiane Huth,GER,Women,Double Sculls (2X),Silver,Germany,
28665,2008,Beijing,Rowing,Rowing,Annekatrin Thiele,GER,Women,Double Sculls (2X),Silver,Germany,
28666,2008,Beijing,Rowing,Rowing,Wyatt Allen,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28667,2008,Beijing,Rowing,Rowing,Micah Boyd,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28668,2008,Beijing,Rowing,Rowing,Steven Coppola,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28669,2008,Beijing,Rowing,Rowing,Beau Hoopman,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28670,2008,Beijing,Rowing,Rowing,Josh Inman,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28671,2008,Beijing,Rowing,Rowing,Marcus Mc Elhenney,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28672,2008,Beijing,Rowing,Rowing,Matt Schnobrich,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28673,2008,Beijing,Rowing,Rowing,Bryan Volpenhein,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28674,2008,Beijing,Rowing,Rowing,Daniel Walsh,USA,Men,Eight With Coxswain (8+),Bronze,United States,
28675,2008,Beijing,Rowing,Rowing,Andrew Byrnes,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28676,2008,Beijing,Rowing,Rowing,Kyle Hamilton,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28677,2008,Beijing,Rowing,Rowing,Malcolm Howard,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28678,2008,Beijing,Rowing,Rowing,Adam Kreek,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28679,2008,Beijing,Rowing,Rowing,Kevin Light,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28680,2008,Beijing,Rowing,Rowing,Brian Price,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28681,2008,Beijing,Rowing,Rowing,Ben Rutledge,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28682,2008,Beijing,Rowing,Rowing,Dominic Seiterle,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28683,2008,Beijing,Rowing,Rowing,Jake Wetzel,CAN,Men,Eight With Coxswain (8+),Gold,Canada,
28684,2008,Beijing,Rowing,Rowing,Richard Egington,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28685,2008,Beijing,Rowing,Rowing,Alastair Heathcote,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28686,2008,Beijing,Rowing,Rowing,Matt Langridge,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28687,2008,Beijing,Rowing,Rowing,Tom Lucy,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28688,2008,Beijing,Rowing,Rowing,Acer Nethercott,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28689,2008,Beijing,Rowing,Rowing,Alex Partridge,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28690,2008,Beijing,Rowing,Rowing,Colin Smith,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28691,2008,Beijing,Rowing,Rowing,Tom Stallard,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28692,2008,Beijing,Rowing,Rowing,Josh West,GBR,Men,Eight With Coxswain (8+),Silver,United Kingdom,
28693,2008,Beijing,Rowing,Rowing,Georgeta Andrunache,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28694,2008,Beijing,Rowing,Rowing,Eniko Barabas,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28695,2008,Beijing,Rowing,Rowing,Constanta Burcica,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28696,2008,Beijing,Rowing,Rowing,Elena Georgescu,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28697,2008,Beijing,Rowing,Rowing,Doina Ignat,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28698,2008,Beijing,Rowing,Rowing,Simona Dumitrita Musat,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28699,2008,Beijing,Rowing,Rowing,Ioana Cristina Papuc,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28700,2008,Beijing,Rowing,Rowing,Rodica Maria Serban,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28701,2008,Beijing,Rowing,Rowing,Viorica Susanu,ROM,Women,Eight With Coxswain (8+),Bronze,Romania,
28702,2008,Beijing,Rowing,Rowing,Erin Cafaro,USA,Women,Eight With Coxswain (8+),Gold,United States,
28703,2008,Beijing,Rowing,Rowing,Anne Cummins,USA,Women,Eight With Coxswain (8+),Gold,United States,
28704,2008,Beijing,Rowing,Rowing,Caryn Davies,USA,Women,Eight With Coxswain (8+),Gold,United States,
28705,2008,Beijing,Rowing,Rowing,Susan Francia,USA,Women,Eight With Coxswain (8+),Gold,United States,
28706,2008,Beijing,Rowing,Rowing,Anna Goodale,USA,Women,Eight With Coxswain (8+),Gold,United States,
28707,2008,Beijing,Rowing,Rowing,Caroline Lind,USA,Women,Eight With Coxswain (8+),Gold,United States,
28708,2008,Beijing,Rowing,Rowing,Elle Logan,USA,Women,Eight With Coxswain (8+),Gold,United States,
28709,2008,Beijing,Rowing,Rowing,Lindsay Shoop,USA,Women,Eight With Coxswain (8+),Gold,United States,
28710,2008,Beijing,Rowing,Rowing,Mary Whipple,USA,Women,Eight With Coxswain (8+),Gold,United States,
28711,2008,Beijing,Rowing,Rowing,Annemiek De Haan,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28712,2008,Beijing,Rowing,Rowing,Femke Dekker,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28713,2008,Beijing,Rowing,Rowing,Nienke Kingma,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28714,2008,Beijing,Rowing,Rowing,Roline Repelaer Van Driel,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28715,2008,Beijing,Rowing,Rowing,Sarah Siegelaar,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28716,2008,Beijing,Rowing,Rowing,Marlies Smulders,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28717,2008,Beijing,Rowing,Rowing,Helen Tanger,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28718,2008,Beijing,Rowing,Rowing,Annemarieke Van Rumpt,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28719,2008,Beijing,Rowing,Rowing,Ester Workel,NED,Women,Eight With Coxswain (8+),Silver,Netherlands,
28720,2008,Beijing,Rowing,Rowing,Germain Chardin,FRA,Men,Four Without Coxswain (4-),Bronze,France,
28721,2008,Beijing,Rowing,Rowing,Julien Despres,FRA,Men,Four Without Coxswain (4-),Bronze,France,
28722,2008,Beijing,Rowing,Rowing,Dorian Mortelette,FRA,Men,Four Without Coxswain (4-),Bronze,France,
28723,2008,Beijing,Rowing,Rowing,Benjamin Rondeau,FRA,Men,Four Without Coxswain (4-),Bronze,France,
28724,2008,Beijing,Rowing,Rowing,Tom James,GBR,Men,Four Without Coxswain (4-),Gold,United Kingdom,
28725,2008,Beijing,Rowing,Rowing,Pete Reed,GBR,Men,Four Without Coxswain (4-),Gold,United Kingdom,
28726,2008,Beijing,Rowing,Rowing,Andrew Triggs Hodge,GBR,Men,Four Without Coxswain (4-),Gold,United Kingdom,
28727,2008,Beijing,Rowing,Rowing,Steve Williams,GBR,Men,Four Without Coxswain (4-),Gold,United Kingdom,
28728,2008,Beijing,Rowing,Rowing,Francis Hegerty,AUS,Men,Four Without Coxswain (4-),Silver,Australia,
28729,2008,Beijing,Rowing,Rowing,James Marburg,AUS,Men,Four Without Coxswain (4-),Silver,Australia,
28730,2008,Beijing,Rowing,Rowing,Cameron Mckenzie-Mcharg,AUS,Men,Four Without Coxswain (4-),Silver,Australia,
28731,2008,Beijing,Rowing,Rowing,Matt Ryan,AUS,Men,Four Without Coxswain (4-),Silver,Australia,
28732,2008,Beijing,Rowing,Rowing,Jon Beare,CAN,Men,Lightweight Coxless Four (4-),Bronze,Canada,
28733,2008,Beijing,Rowing,Rowing,Iain Brambell,CAN,Men,Lightweight Coxless Four (4-),Bronze,Canada,
28734,2008,Beijing,Rowing,Rowing,Mike Lewis,CAN,Men,Lightweight Coxless Four (4-),Bronze,Canada,
28735,2008,Beijing,Rowing,Rowing,Liam Parsons,CAN,Men,Lightweight Coxless Four (4-),Bronze,Canada,
28736,2008,Beijing,Rowing,Rowing,Mads Christian Kruse Andersen,DEN,Men,Lightweight Coxless Four (4-),Gold,Denmark,
28737,2008,Beijing,Rowing,Rowing,Eskild Balschmidt Ebbesen,DEN,Men,Lightweight Coxless Four (4-),Gold,Denmark,
28738,2008,Beijing,Rowing,Rowing,Thomas Ebert,DEN,Men,Lightweight Coxless Four (4-),Gold,Denmark,
28739,2008,Beijing,Rowing,Rowing,Morten Joergensen,DEN,Men,Lightweight Coxless Four (4-),Gold,Denmark,
28740,2008,Beijing,Rowing,Rowing,Milosz Bernatajtys,POL,Men,Lightweight Coxless Four (4-),Silver,Poland,
28741,2008,Beijing,Rowing,Rowing,Bartlomiej Pawelczak,POL,Men,Lightweight Coxless Four (4-),Silver,Poland,
28742,2008,Beijing,Rowing,Rowing,Lukasz Pawlowski,POL,Men,Lightweight Coxless Four (4-),Silver,Poland,
28743,2008,Beijing,Rowing,Rowing,Pawel Randa,POL,Men,Lightweight Coxless Four (4-),Silver,Poland,
28744,2008,Beijing,Rowing,Rowing,Rasmus Nicholai Quist Hansen,DEN,Men,Lightweight Double Sculls (2X),Bronze,Denmark,
28745,2008,Beijing,Rowing,Rowing,Mads Reinholdt Rasmussen,DEN,Men,Lightweight Double Sculls (2X),Bronze,Denmark,
28746,2008,Beijing,Rowing,Rowing,Mark Hunter,GBR,Men,Lightweight Double Sculls (2X),Gold,United Kingdom,
28747,2008,Beijing,Rowing,Rowing,Zac Purchase,GBR,Men,Lightweight Double Sculls (2X),Gold,United Kingdom,
28748,2008,Beijing,Rowing,Rowing,Dimitrios Mougios,GRE,Men,Lightweight Double Sculls (2X),Silver,Greece,
28749,2008,Beijing,Rowing,Rowing,Vasileios Polymeros,GRE,Men,Lightweight Double Sculls (2X),Silver,Greece,
28750,2008,Beijing,Rowing,Rowing,Tracy Cameron,CAN,Women,Lightweight Double Sculls (2X),Bronze,Canada,
28751,2008,Beijing,Rowing,Rowing,Melanie Kok,CAN,Women,Lightweight Double Sculls (2X),Bronze,Canada,
28752,2008,Beijing,Rowing,Rowing,Kirsten Van Der Kolk,NED,Women,Lightweight Double Sculls (2X),Gold,Netherlands,
28753,2008,Beijing,Rowing,Rowing,Marit Van Eupen,NED,Women,Lightweight Double Sculls (2X),Gold,Netherlands,
28754,2008,Beijing,Rowing,Rowing,Minna Nieminen,FIN,Women,Lightweight Double Sculls (2X),Silver,Finland,
28755,2008,Beijing,Rowing,Rowing,Sanna Sten,FIN,Women,Lightweight Double Sculls (2X),Silver,Finland,
28756,2008,Beijing,Rowing,Rowing,Yuliya Bichyk,BLR,Women,Pair Without Coxswain (2-),Bronze,Belarus,
28757,2008,Beijing,Rowing,Rowing,Natallia Helakh,BLR,Women,Pair Without Coxswain (2-),Bronze,Belarus,
28758,2008,Beijing,Rowing,Rowing,Georgeta Andrunache,ROM,Women,Pair Without Coxswain (2-),Gold,Romania,
28759,2008,Beijing,Rowing,Rowing,Viorica Susanu,ROM,Women,Pair Without Coxswain (2-),Gold,Romania,
28760,2008,Beijing,Rowing,Rowing,Yulan Gao,CHN,Women,Pair Without Coxswain (2-),Silver,China,
28761,2008,Beijing,Rowing,Rowing,You Wu,CHN,Women,Pair Without Coxswain (2-),Silver,China,
28762,2008,Beijing,Rowing,Rowing,Julien Bahain,FRA,Men,Quadruple Sculls Without Coxswain (4X),Bronze,France,
28763,2008,Beijing,Rowing,Rowing,Cedric Berrest,FRA,Men,Quadruple Sculls Without Coxswain (4X),Bronze,France,
28764,2008,Beijing,Rowing,Rowing,Jonathan Coeffic,FRA,Men,Quadruple Sculls Without Coxswain (4X),Bronze,France,
28765,2008,Beijing,Rowing,Rowing,Pierre-Jean Peltier,FRA,Men,Quadruple Sculls Without Coxswain (4X),Bronze,France,
28766,2008,Beijing,Rowing,Rowing,Michal Jelinski,POL,Men,Quadruple Sculls Without Coxswain (4X),Gold,Poland,
28767,2008,Beijing,Rowing,Rowing,Marek Kolbowicz,POL,Men,Quadruple Sculls Without Coxswain (4X),Gold,Poland,
28768,2008,Beijing,Rowing,Rowing,Adam Korol,POL,Men,Quadruple Sculls Without Coxswain (4X),Gold,Poland,
28769,2008,Beijing,Rowing,Rowing,Konrad Wasielewski,POL,Men,Quadruple Sculls Without Coxswain (4X),Gold,Poland,
